"concept_id","category","zh_reference","en-GB","zh-CN","en-US","de-DE","el-GR","it-IT","ja-JP","pl-PL","ru-RU","scope_notes"
"race-feline","race","菲林","Feline [community_reference;race-feline:F02;source=en;not-edition-approved]","菲林 [community_reference;race-feline:F01]","Feline [community_reference;race-feline:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","フェリーン [community_reference;race-feline:F03]","[not_verified]","[not_verified]","不能把所有猫形角色推定为该族群；阿斯兰另列。"
"race-caprinae","race","卡普里尼","Caprinae [community_reference;race-caprinae:F02;source=en;not-edition-approved]","卡普里尼 [community_reference;race-caprinae:F01]","Caprinae [community_reference;race-caprinae:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","キャプリニー [community_reference;race-caprinae:F03]","[not_verified]","[not_verified]","有角不等于萨卡兹；日文不能凭中文推为カプリニー。"
"race-lupo","race","鲁珀","Lupo [community_reference;race-lupo:F02;source=en;not-edition-approved]","鲁珀 [community_reference;race-lupo:F01]","Lupo [community_reference;race-lupo:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ループス [community_reference;race-lupo:F03]","[not_verified]","[not_verified]","与佩洛、沃尔珀分开，不把全部叙拉古人当鲁珀。"
"race-liberi","race","黎博利","Liberi [community_reference;race-liberi:F02;source=en;not-edition-approved]","黎博利 [community_reference;race-liberi:F01]","Liberi [community_reference;race-liberi:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","リーベリ [community_reference;race-liberi:F03]","[not_verified]","[not_verified]","种族身份不等同伊比利亚或拉特兰国籍。"
"race-vulpo","race","沃尔珀","Vulpo [community_reference;race-vulpo:F02;source=en;not-edition-approved]","沃尔珀 [community_reference;race-vulpo:F01]","Vulpo [community_reference;race-vulpo:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ヴァルポ [community_reference;race-vulpo:F03]","[not_verified]","[not_verified]","与鲁珀、佩洛分开。"
"race-forte","race","丰蹄","Forte [community_reference;race-forte:F02;source=en;not-edition-approved]","丰蹄 [community_reference;race-forte:F01]","Forte [community_reference;race-forte:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","フォルテ [community_reference;race-forte:F03]","[not_verified]","[not_verified]","不把现实希腊人或所有米诺斯人等同丰蹄。"
"race-aslan","race","阿斯兰","Aslan [community_reference;race-aslan:F02;source=en;not-edition-approved]","阿斯兰 [community_reference;race-aslan:F01]","Aslan [community_reference;race-aslan:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","アスラン [community_reference;race-aslan:F03]","[not_verified]","[not_verified]","政治身份与生物分类并不完全重合；不把全部维多利亚居民称作阿斯兰。"
"race-kuranta","race","库兰塔","Kuranta [community_reference;race-kuranta:F02;source=en;not-edition-approved]","库兰塔 [community_reference;race-kuranta:F01]","Kuranta [community_reference;race-kuranta:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","クランタ [community_reference;race-kuranta:F03]","[not_verified]","[not_verified]","种族不等同卡西米尔国籍或骑士职业。"
"race-elafia","race","埃拉菲亚","Elafia [community_reference;race-elafia:F02;source=en;not-edition-approved]","埃拉菲亚 [community_reference;race-elafia:F01]","Elafia [community_reference;race-elafia:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","エラフィア [community_reference;race-elafia:F03]","[not_verified]","[not_verified]","种族不等同萨米居民或萨米族文化身份。"
"race-zalak","race","札拉克","Zalak [community_reference;race-zalak:F02;source=en;not-edition-approved]","札拉克 [community_reference;race-zalak:F01]","Zalak [community_reference;race-zalak:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ザラック [community_reference;race-zalak:F03]","[not_verified]","[not_verified]","不把个体外观推成唯一动物原型。"
"race-vouivre","race","瓦伊凡","Vouivre [community_reference;race-vouivre:F02;source=en;not-edition-approved]","瓦伊凡 [community_reference;race-vouivre:F01]","Vouivre [community_reference;race-vouivre:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ヴイーヴル [community_reference;race-vouivre:F03]","[not_verified]","[not_verified]","与德拉克分开；ヴイーヴル的イ为大写片假名。"
"race-durin","race","杜林","Durin [community_reference;race-durin:F02;source=en;not-edition-approved]","杜林 [community_reference;race-durin:F01]","Durin [community_reference;race-durin:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ドゥリン [community_reference;race-durin:F03]","[not_verified]","[not_verified]","杜林种族、地下国家与同名干员必须用不同概念ID。"
"race-oni","race","鬼","Oni [community_reference;race-oni:F02;source=en;not-edition-approved]","鬼 [community_reference;race-oni:F01]","Oni [community_reference;race-oni:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","鬼 [community_reference;race-oni:F03]","[not_verified]","[not_verified]","不是通用幽灵，也不能用日本国籍替代。日文字面保留鬼，读音不并入标准显示。"
"race-cautus","race","卡特斯","Cautus [community_reference;race-cautus:F02;source=en;not-edition-approved]","卡特斯 [community_reference;race-cautus:F01]","Cautus [community_reference;race-cautus:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","コータス [community_reference;race-cautus:F03]","[not_verified]","[not_verified]","不是所有长耳角色的泛称。"
"race-perro","race","佩洛","Perro [community_reference;race-perro:F02;source=en;not-edition-approved]","佩洛 [community_reference;race-perro:F01]","Perro [community_reference;race-perro:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ペッロー [community_reference;race-perro:F03]","[not_verified]","[not_verified]","与鲁珀、沃尔珀分开。"
"race-draco","race","德拉克","Draco [community_reference;race-draco:F02;source=en;not-edition-approved]","德拉克 [community_reference;race-draco:F01]","Draco [community_reference;race-draco:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ドラコ [community_reference;race-draco:F03]","[not_verified]","[not_verified]","与瓦伊凡及龙族分开，不把英文dragon一律归入本概念。"
"race-aegir","race","阿戈尔","Aegir [community_reference;race-aegir:F02;source=en;not-edition-approved] || Ægir [community_reference;race-aegir:F04;source=en;not-edition-approved]","阿戈尔 [community_reference;race-aegir:F01]","Aegir [community_reference;race-aegir:F02;source=en;not-edition-approved] || Ægir [community_reference;race-aegir:F04;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","エーギル [community_reference;race-aegir:F03]","[not_verified]","[not_verified]","种族与同名海底国家分开；不等于海嗣。"
"race-ursus","race","乌萨斯","Ursus [community_reference;race-ursus:F02;source=en;not-edition-approved]","乌萨斯 [community_reference;race-ursus:F01]","Ursus [community_reference;race-ursus:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ウルサス [community_reference;race-ursus:F03]","[not_verified]","[not_verified]","种族与乌萨斯帝国、帝国公民身份分开。"
"race-petram","race","匹特拉姆","Petram [community_reference;race-petram:F02;source=en;not-edition-approved]","匹特拉姆 [community_reference;race-petram:F01]","Petram [community_reference;race-petram:F02;source=en;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ペートラム [community_reference;race-petram:F03]","[not_verified]","[not_verified]","不能仅凭角色动物原型推断身份。"
"production:ode-au-triomphe","folio-reference","凯旋颂","Ode au Triomphe [project_approved;official-folio-productions.md#PROD-SRC-01;not-edition-approved]","凯旋颂 [project_approved;official-folio-productions.md#PROD-SRC-01;not-edition-approved]","Ode au Triomphe [project_approved;official-folio-productions.md#PROD-SRC-01;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","凱旋の讃歌 [project_approved;official-folio-productions.md#PROD-SRC-01;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:der-ring","folio-reference","湖中至宝","Der Ring [project_approved;official-folio-productions.md#PROD-SRC-02;not-edition-approved]","湖中至宝 [project_approved;official-folio-productions.md#PROD-SRC-02;not-edition-approved]","Der Ring [project_approved;official-folio-productions.md#PROD-SRC-02;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","湖中の至宝 [project_approved;official-folio-productions.md#PROD-SRC-02;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:one-hundred-and-one-days","folio-reference","一百零一日","One Hundred and One Days [project_approved;official-folio-productions.md#PROD-SRC-03;not-edition-approved]","一百零一日 [project_approved;official-folio-productions.md#PROD-SRC-03;not-edition-approved]","One Hundred and One Days [project_approved;official-folio-productions.md#PROD-SRC-03;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","百日一日物語 [project_approved;official-folio-productions.md#PROD-SRC-03;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:lone-wander","folio-reference","独行客","Lone Wander [project_approved;official-folio-productions.md#PROD-SRC-04;not-edition-approved]","独行客 [project_approved;official-folio-productions.md#PROD-SRC-04;not-edition-approved]","Lone Wander [project_approved;official-folio-productions.md#PROD-SRC-04;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","独り往く者 [project_approved;official-folio-productions.md#PROD-SRC-04;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:wonderland-in-dream","folio-reference","梦中奇缘","Wonderland in Dream [project_approved;official-folio-productions.md#PROD-SRC-05;not-edition-approved]","梦中奇缘 [project_approved;official-folio-productions.md#PROD-SRC-05;not-edition-approved]","Wonderland in Dream [project_approved;official-folio-productions.md#PROD-SRC-05;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","夢の国の冒険譚 [project_approved;official-folio-productions.md#PROD-SRC-05;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:frost-deer-and-snow-doe","folio-reference","霜牡与雪牝","Frost Deer and Snow Doe [project_approved;official-folio-productions.md#PROD-SRC-06;not-edition-approved]","霜牡与雪牝 [project_approved;official-folio-productions.md#PROD-SRC-06;not-edition-approved]","Frost Deer and Snow Doe [project_approved;official-folio-productions.md#PROD-SRC-06;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","霜の牡鹿と雪の牝鹿 [project_approved;official-folio-productions.md#PROD-SRC-06;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:light-of-heria","folio-reference","赫里亚之辉","Light of Heria [project_approved;official-folio-productions.md#PROD-SRC-07;not-edition-approved]","赫里亚之辉 [project_approved;official-folio-productions.md#PROD-SRC-07;not-edition-approved]","Light of Heria [project_approved;official-folio-productions.md#PROD-SRC-07;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ヘリアの輝き [project_approved;official-folio-productions.md#PROD-SRC-07;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:sette-collis-mother-wolf","folio-reference","七丘的狼母","Sette colli's Mother Wolf [project_approved;official-folio-productions.md#PROD-SRC-08;not-edition-approved]","七丘的狼母 [project_approved;official-folio-productions.md#PROD-SRC-08;not-edition-approved]","Sette colli's Mother Wolf [project_approved;official-folio-productions.md#PROD-SRC-08;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","七丘の母狼 [project_approved;official-folio-productions.md#PROD-SRC-08;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:the-dawn","folio-reference","初晓","The Dawn [project_approved;official-folio-productions.md#PROD-SRC-09;not-edition-approved]","初晓 [project_approved;official-folio-productions.md#PROD-SRC-09;not-edition-approved]","The Dawn [project_approved;official-folio-productions.md#PROD-SRC-09;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","曙光 [project_approved;official-folio-productions.md#PROD-SRC-09;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:the-golden-fowlbeast","folio-reference","金羽兽","The Golden Fowlbeast [project_approved;official-folio-productions.md#PROD-SRC-10;not-edition-approved]","金羽兽 [project_approved;official-folio-productions.md#PROD-SRC-10;not-edition-approved]","The Golden Fowlbeast [project_approved;official-folio-productions.md#PROD-SRC-10;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","金色の羽獣 [project_approved;official-folio-productions.md#PROD-SRC-10;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:wild-gold","folio-reference","狂野之金","Wild Gold [project_approved;official-folio-productions.md#PROD-SRC-11;not-edition-approved]","狂野之金 [project_approved;official-folio-productions.md#PROD-SRC-11;not-edition-approved]","Wild Gold [project_approved;official-folio-productions.md#PROD-SRC-11;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","ワイルドゴールド [project_approved;official-folio-productions.md#PROD-SRC-11;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:the-lullaby","folio-reference","摇篮曲","The Lullaby [project_approved;official-folio-productions.md#PROD-SRC-12;not-edition-approved]","摇篮曲 [project_approved;official-folio-productions.md#PROD-SRC-12;not-edition-approved]","The Lullaby [project_approved;official-folio-productions.md#PROD-SRC-12;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","子守り歌 [project_approved;official-folio-productions.md#PROD-SRC-12;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
"production:the-carnival","folio-reference","欢欣鼓舞","The Carnival [project_approved;official-folio-productions.md#PROD-SRC-13;not-edition-approved]","欢欣鼓舞 [project_approved;official-folio-productions.md#PROD-SRC-13;not-edition-approved]","The Carnival [project_approved;official-folio-productions.md#PROD-SRC-13;not-edition-approved]","[not_verified]","[not_verified]","[not_verified]","カーニバル [project_approved;official-folio-productions.md#PROD-SRC-13;not-edition-approved]","[not_verified]","[not_verified]","只读来源视图；标题存在不代表剧目已排演、批准发布或允许改写官方描述。"
